,uuid,name,slug,class_name,sizes,emission,mass,cargo_capacity,vehicle_inventory,personal_inventory,crew,health,shield_hp,speed,fuel,quantum,agility,armor,foci,type,description,size_class,manufacturer,insurance,parts,updated_at,version,id,chassis_id,production_status,production_note,size,msrp,pledge_url,loaner,skus
Storm,515269d2-fea4-473f-b416-5f6677a54b55,Storm,storm,TMBL_Storm,"{'length': 7.65, 'beam': 10.25, 'height': 4}","{'ir': 1540, 'em_idle': 1806, 'em_max': 14030}",0,0,1.44,0.45,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,545,"{'scm': None, 'max': None, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.9, 'damage_energy': 0.9, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Combat Support'],ground,"Precision-engineered for unparalleled efficiency, the Tumbril Storm's advanced armament ensures swift target acquisition and devastating firepower. Its unmatched speed outclasses traditional tanks, making the Storm an emblem of battlefield dominance in the evolving theatre of modern warfare.",4,"{'name': 'Tumbril Land Systems', 'code': 'TMBL'}","{'claim_time': 5.329, 'expedite_time': 1.33, 'expedite_cost': 1730}",[],2025-02-21T06:57:53.000000Z,4.1.0-LIVE.9650658,249,105,flight-ready,None,vehicle,90,https://robertsspaceindustries.com/pledge/ships/storm/Storm,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Upgrade', 'price': 80, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}, {'title': 'Standard Edition', 'price': 90, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 90, 'available': 1, 'imported_at': '2025-03-04T23:01:16.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 90, 'available': 1, 'imported_at': '2025-03-04T23:01:16.000000Z'}]"
Storm AA,8bbcd2cd-1e4b-4b0b-a65c-385bb2a02c32,Storm AA,storm-aa,TMBL_Storm_AA,"{'length': 7.65, 'beam': 10.25, 'height': 4}","{'ir': 1240, 'em_idle': 1706, 'em_max': 13930}",0,0,1.44,0.45,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,545,"{'scm': None, 'max': None, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.85, 'signal_electromagnetic': 0.85, 'signal_cross_section': 1, 'damage_physical': 0.9, 'damage_energy': 0.9, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Combat Support'],ground,"Blitz overcrowded battlefields, take out threats from the air, and turn the tide of any conflict.",4,"{'name': 'Tumbril Land Systems', 'code': 'TMBL'}","{'claim_time': 5.329, 'expedite_time': 1.33, 'expedite_cost': 1740}",[],2025-02-21T06:57:53.000000Z,4.1.0-LIVE.9650658,264,105,flight-ready,None,vehicle,100,https://robertsspaceindustries.com/pledge/ships/storm/Storm-AA,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 100, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 100, 'available': 1, 'imported_at': '2025-03-04T23:01:16.000000Z'}]"
STV,d4662193-10ab-4912-8ca4-d64ead0e6f3b,STV,stv,GRIN_STV,"{'length': 6, 'beam': 8.75, 'height': 3.5}","{'ir': 1135, 'em_idle': 1305, 'em_max': 13087}",0,0,0.125,0.125,"{'min': 2, 'max': None, 'weapon': 0, 'operation': None}",0,,"{'scm': None, 'max': 40, 'zero_to_scm': 0, 'zero_to_max': 6.4, 'scm_to_zero': 0, 'max_to_zero': 13.33, 'reverse': 25}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 40, 'kv_steer_max': 10, 'vmax_steer_max': 5, 'deceleration': {'main': 3}, 'acceleration': {'main': 6.25, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.7000000000000001, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.42, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Transport'],ground,Get ready to have some serious fun on the job with the STV from Greycat. This Sport Terrain Vehicle was built by pros for pros and features blazing speed and convenient built-in storage.,1,"{'name': 'Greycat Industrial', 'code': 'GRIN'}","{'claim_time': 0.2, 'expedite_time': 0, 'expedite_cost': 75}",[],2025-02-21T06:57:49.000000Z,4.1.0-LIVE.9650658,240,101,flight-ready,None,vehicle,40,https://robertsspaceindustries.com/pledge/ships/stv/STV,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 40, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}]"
Syulen,11ebc47d-4763-4faa-9020-171cf6c2651f,Syulen,syulen,GAMA_Syulen,"{'length': 0, 'beam': 0, 'height': 0}","{'ir': 12786, 'em_idle': 3026, 'em_max': 16596}",0,6,1.31,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,3000,"{'scm': 225, 'max': 1175, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 68, 'maneuvering': 182, 'retro': 30, 'vtol': 0}}","{'quantum_speed': 168000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 42, 'yaw': 42, 'roll': 135, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 1, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Starter'],multi,"The Syulen cargo vessel has been artfully crafted by the renowned House Gatac to perfectly suit both Human and Xi’an pilots. With an agile frame, the Syulen lends itself to quickly ferrying important deliveries across the universe or as the ideal ship for those making their transport career debut.",3,"{'name': 'Gatac Manufacture', 'code': 'GAMA'}","{'claim_time': 2.95, 'expedite_time': 1.1, 'expedite_cost': 2000}",[],2025-02-21T06:55:50.000000Z,4.1.0-LIVE.9650658,265,110,flight-ready,None,small,70,https://robertsspaceindustries.com/pledge/ships/syulen/Syulen,[],"[{'title': 'Standard Edition', 'price': 70, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}]"
Talon,41a84db8-062b-4359-ad16-611ad540fbdb,Talon,talon,ESPR_Talon,"{'length': 24, 'beam': 15, 'height': 8}","{'ir': 10426, 'em_idle': 7112, 'em_max': 21452}",0,0,1.3,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2560,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 70, 'maneuvering': 67, 'retro': 12, 'vtol': 0}}","{'quantum_speed': 140000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 70, 'yaw': 52, 'roll': 200, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.6000000000000001, 'signal_electromagnetic': 0.6000000000000001, 'signal_cross_section': 0.6000000000000001, 'damage_physical': 0.5, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Fighter'],combat,"This ship is a recreation of the Tevarin Talon by Esperia. The Talon is the Tevarin equivalent to the Aegis Gladius or Vanduul Blade; a single-seat combat ship. The Talon is the perfect example of the Tevarin way of building a spaceship: maneuverable with powerful, directional 'Phalanx' shields but weak physical armour, as the Tevarin way of war was to strike first and strike hard, before using their Phalanx shields to cover their escape.

Learn more at  https://robertsspaceindustries.com/talon ",1,"{'name': 'Esperia', 'code': 'ESPR'}","{'claim_time': 11.34, 'expedite_time': 3.779, 'expedite_cost': 5243}",[],2025-02-21T06:55:49.000000Z,4.1.0-LIVE.9650658,211,82,flight-ready,None,small,115,https://robertsspaceindustries.com/pledge/ships/talon/Talon,[],"[{'title': 'Standard Edition', 'price': 115, 'available': 1, 'imported_at': '2024-01-09T23:01:00.000000Z'}]"
Talon Shrike,2000c8d9-f151-4148-babe-6d9e413e2114,Talon Shrike,talon-shrike,ESPR_Talon_Shrike,"{'length': 24, 'beam': 15, 'height': 8}","{'ir': 10376, 'em_idle': 6922, 'em_max': 21262}",0,0,1.3,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2560,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 70, 'maneuvering': 67, 'retro': 12, 'vtol': 0}}","{'quantum_speed': 140000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 70, 'yaw': 52, 'roll': 200, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.6000000000000001, 'signal_electromagnetic': 0.6000000000000001, 'signal_cross_section': 0.6000000000000001, 'damage_physical': 0.5, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Fighter'],combat,"This ship is a recreation of the Tevarin Talon by Esperia. The Talon is the Tevarin equivalent to the Aegis Gladius or Vanduul Blade; a single-seat combat ship. The Talon is the perfect example of the Tevarin way of building a spaceship: maneuverable with powerful, directional 'Phalanx' shields but weak physical armour, as the Tevarin way of war was to strike first and strike hard, before using their Phalanx shields to cover their escape.

Learn more at  https://robertsspaceindustries.com/talon ",1,"{'name': 'Esperia', 'code': 'ESPR'}","{'claim_time': 11.34, 'expedite_time': 3.779, 'expedite_cost': 7183}",[],2025-02-21T06:55:49.000000Z,4.1.0-LIVE.9650658,212,82,flight-ready,None,small,115,https://robertsspaceindustries.com/pledge/ships/talon/Talon-Shrike,[],"[{'title': 'Standard Edition', 'price': 115, 'available': 1, 'imported_at': '2024-02-24T23:00:55.000000Z'}]"
Terrapin,0920e187-515d-466a-9c6a-a7dde9d2b1bc,Terrapin,terrapin,ANVL_Terrapin,"{'length': 20, 'beam': 16.5, 'height': 7.5}","{'ir': 5835, 'em_idle': 7583, 'em_max': 25175}",0,0,1.85,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,8860,"{'scm': 200, 'max': 1150, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 18, 'usage': {'main': 40, 'maneuvering': 164, 'retro': 39, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 35, 'yaw': 35, 'roll': 120, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Pathfinder'],exploration,"Outfitted with long-range scanners and encased in heavy armor and oversized shields, the U4A-3 Terrapin can face potentially hazardous circumstances with confidence, making it the ultimate combat scout and reconnaissance vehicle, at least according to Anvil.",2,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 7.875, 'expedite_time': 2.625, 'expedite_cost': 3940}",[],2025-02-21T06:54:24.000000Z,4.1.0-LIVE.9650658,115,44,flight-ready,None,small,220,https://robertsspaceindustries.com/pledge/ships/terrapin/Terrapin,"[{'name': 'F7C-M Super Hornet Mk I', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/4f83f89d-480b-4d1b-867a-13772742d828', 'version': '3.24.3-LIVE.9423704'}]","[{'title': 'Standard Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Warbond Edition', 'price': 200, 'available': 1, 'imported_at': '2024-05-28T22:00:25.000000Z'}, {'title': 'Warbond Edition', 'price': 200, 'available': 1, 'imported_at': '2024-12-01T23:01:26.000000Z'}, {'title': 'Standard Edition', 'price': 220, 'available': 1, 'imported_at': '2024-12-01T23:01:26.000000Z'}]"
Terrapin Medic,35f6ad71-01c6-4762-a18b-99c7fdde9760,Terrapin Medic,terrapin-medic,ANVL_Terrapin_Medic,"{'length': 20, 'beam': 16.5, 'height': 7.5}","{'ir': 6040, 'em_idle': 7583, 'em_max': 25175}",0,0,1.85,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,8860,"{'scm': 200, 'max': 1150, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 18, 'usage': {'main': 40, 'maneuvering': 164, 'retro': 39, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 35, 'yaw': 35, 'roll': 120, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medical'],support,"Durable, heavily armored rescue ship that can take on any battlefield or environ.",2,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 9.5, 'expedite_time': 2.375, 'expedite_cost': 4220}",[],2025-02-21T06:54:25.000000Z,4.1.0-LIVE.9650658,283,44,flight-ready,None,small,220,https://robertsspaceindustries.com/pledge/ships/terrapin/Terrapin-Medic,[],"[{'title': 'Warbond Edition', 'price': 200, 'available': 1, 'imported_at': '2024-12-01T23:01:44.000000Z'}, {'title': 'Standard Edition', 'price': 220, 'available': 1, 'imported_at': '2024-12-01T23:01:44.000000Z'}, {'title': 'Warbond Edition', 'price': 200, 'available': 1, 'imported_at': '2024-12-05T23:01:37.000000Z'}]"
Ursa,,Ursa,ursa,,"{'length': 6, 'beam': 8.75, 'height': 3.5}",,50357,0,,,"{'min': 1, 'max': 2}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Exploration'],ground,"Built by RSI specifically for the planetside explorer, the Ursa Rover offers civilians military-grade all-terrain capabilities and stands as the rugged standard in ground-based scouting, mapping and discovery applications.",,"{'code': 'RSI', 'name': 'Roberts Space Industries'}",,,2025-05-13T16:06:54.000000Z,,139,54,flight-ready,Available in Alpha 3.0,vehicle,50,https://robertsspaceindustries.com/pledge/ships/ursa/Ursa,[],"[{'title': 'Standard Edition', 'price': 50, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}]"
Ursa Fortuna,,Ursa Fortuna,ursa-fortuna,,"{'length': 7.6, 'beam': 5.5, 'height': 2.2}",,50357,0,,,"{'min': 1, 'max': 2}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Exploration'],ground,Fortune favors the bold. The most trusted name in all-terrain exploration embodies the essence of good fortune and success with this commemorative limited-edition Ursa Rover.,,"{'code': 'RSI', 'name': 'Roberts Space Industries'}",,,2025-01-13T20:15:56.000000Z,,179,54,flight-ready,None,vehicle,55,https://robertsspaceindustries.com/pledge/ships/ursa/Ursa-Fortuna,[],[]
Ursa Medivac,ebf015be-7bf9-44e9-ad9c-b5c65f00c530,Ursa Medivac,ursa-medivac,RSI_Ursa_Medivac,"{'length': 6, 'beam': 8.75, 'height': 3.5}","{'ir': 1277, 'em_idle': 1342, 'em_max': 13569}",0,2,2.46,0,"{'min': 2, 'max': None, 'weapon': 1, 'operation': None}",0,545,"{'scm': None, 'max': None, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}",,['Ambulance'],ground,A frontline medical support vehicle built to endure the harshest environments - a beacon of hope bringing you back into action with its state-of-the-art Tier 3 medical bed. An indispensable asset for any team facing unpredictable challenges.,3,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 2.529, 'expedite_time': 0.839, 'expedite_cost': 1015}",[],2025-02-21T06:57:49.000000Z,4.1.0-LIVE.9650658,273,54,flight-ready,None,vehicle,60,https://robertsspaceindustries.com/pledge/ships/ursa/Ursa-Medivac,[],"[{'title': 'Standard Edition', 'price': 60, 'available': 1, 'imported_at': '2024-05-18T20:42:46.000000Z'}]"
Valkyrie,881e3879-a186-44da-8b47-1d8f0a846438,Valkyrie,valkyrie,ANVL_Valkyrie,"{'length': 48, 'beam': 38, 'height': 12}","{'ir': 18003, 'em_idle': 21729, 'em_max': 57336}",0,90,4.63,0,"{'min': 1, 'max': None, 'weapon': 11, 'operation': None}",0,18960,"{'scm': 207, 'max': 1110, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 281, 'maneuvering': 242, 'retro': 102, 'vtol': 0}}","{'quantum_speed': 201000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 34, 'yaw': 29, 'roll': 98, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.07, 'signal_electromagnetic': 1.07, 'signal_cross_section': 1.07, 'damage_physical': 0.38, 'damage_energy': 0.97, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Dropship'],combat,"In the days of antiquity, the Valkyrie were believed to choose who would live and who would die on the field of war. Now, Anvil is putting that choice in your hands. Seize fate and turn the tide of battle.

Rugged, high-performance jump seats safely transport up to twenty personnel into and out of the fray. A vehicle bay and speed ramp efficiently launch ground-based transport or reconnaissance vehicles for unmatched support. Four powerful VTOL thrusters facilitate surgically precise take-offs and landings, while a devastating array of weaponry blurs the line between dropship and gunship.",4,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 19.819, 'expedite_time': 4.98, 'expedite_cost': 11910}",[],2025-03-30T16:10:15.000000Z,4.1.0-LIVE.9650658,169,68,flight-ready,None,small,375,https://robertsspaceindustries.com/pledge/ships/anvil-valkyrie/Valkyrie,"[{'name': 'F7C-M Super Hornet Mk I', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/4f83f89d-480b-4d1b-867a-13772742d828', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Warbond Edition', 'price': 350, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Warbond Edition', 'price': 350, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}, {'title': 'Standard Edition', 'price': 375, 'available': 1, 'imported_at': '2024-02-24T23:00:54.000000Z'}, {'title': 'Warbond Edition', 'price': 350, 'available': 1, 'imported_at': '2024-05-23T22:00:35.000000Z'}, {'title': 'Warbond Edition', 'price': 350, 'available': 1, 'imported_at': '2024-07-12T22:01:11.000000Z'}]"
Valkyrie Liberator Edition,,Valkyrie Liberator Edition,valkyrie-liberator-edition,,"{'length': 46, 'beam': 15, 'height': 10.5}",,621046,90,,,"{'min': None, 'max': 5}",,,"{'scm': 207, 'max': 1110}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Dropship'],combat,"For over a century, Anvil ships have distinguished themselves in countless civilian and military combat operations. Honor that proud tradition with the limited Liberator Edition Valkyrie, featuring an exclusive trim package commemorating the dropship's debut at CitizenCon 2948.",,"{'code': 'ANVL', 'name': 'Anvil Aerospace'}",,,2025-03-27T18:53:42.000000Z,,171,68,flight-ready,None,small,375,https://robertsspaceindustries.com/pledge/ships/anvil-valkyrie/Valkyrie-Liberator-Edition,"[{'name': 'M2 Hercules', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/5cf39b3b-41d8-45c1-8ef2-d4678c7a7b85', 'version': '4.1.1-LIVE.9768350'}, {'name': 'F7C-M Super Hornet Mk I', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/4f83f89d-480b-4d1b-867a-13772742d828', 'version': '4.1.1-LIVE.9768350'}]",[]
Vanguard Harbinger,34295443-da9b-4e6c-9335-69d5f3b29a88,Vanguard Harbinger,vanguard-harbinger,AEGS_Vanguard_Harbinger,"{'length': 48, 'beam': 40, 'height': 9.5}","{'ir': 11249, 'em_idle': 15074, 'em_max': 46592}",0,0,1.85,0,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,8820,"{'scm': 212, 'max': 1085, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 50, 'usage': {'main': 158, 'maneuvering': 101, 'retro': 49, 'vtol': 0}}","{'quantum_speed': 278000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 38, 'yaw': 33, 'roll': 120, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.268, 'signal_electromagnetic': 1.268, 'signal_cross_section': 1.268, 'damage_physical': 0.45, 'damage_energy': 0.97, 'damage_distortion': 0.93, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Bomber'],combat,"The Vanguard Harbinger is Earth’s standard fighter-bomber, converting the standard Warden model’s escape pod into a potent bomb bay. The extended range of the Vanguard and the relatively small profile mean that it can go where carrier-based planes or larger strategic bombers don’t… and then strike hard and make it back to frontier bases. The Vanguard Harbinger is a powerful bomber that can operate out of the roughest forward operating bases.
",3,"{'name': 'Aegis Dynamics', 'code': 'AEGS'}","{'claim_time': 16.389, 'expedite_time': 5.46, 'expedite_cost': 8383}",[],2025-02-21T06:53:41.000000Z,4.1.0-LIVE.9650658,95,30,flight-ready,None,medium,290,https://robertsspaceindustries.com/pledge/ships/vanguard/Vanguard-Harbinger,[],"[{'title': 'Warbond Edition', 'price': 270, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Standard Edition', 'price': 290, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}, {'title': 'Warbond Edition', 'price': 270, 'available': 1, 'imported_at': '2024-05-22T22:00:34.000000Z'}]"
